,index,age,gender,job_cat,housing,savings,checking,loan_amount,duration,purpose,risk,customer_loyalty
717,717,32,male,3,free,low,,1505.0,18,radio/TV,good,0.42971626727000883
718,718,31,male,2,own,,high,3148.0,24,radio/TV,good,0.4356338663593964
719,719,31,male,2,own,moderate,moderate,6148.0,20,car,good,0.4313563248360775
720,720,34,male,3,own,low,high,1337.0,9,radio/TV,bad,0.49164940327168466
721,721,24,female,2,rent,high,moderate,433.0,6,education,bad,0.3256593243277172
722,722,24,female,1,own,low,low,1228.0,12,car,bad,0.3782010684676756
723,723,66,female,1,own,very_high,moderate,,9,radio/TV,good,0.9586190067731594
724,724,21,unknown,2,rent,low,,2570.0,27,car,bad,0.3362580488684358
725,725,41,female,1,own,high,,250.0,6,car,good,0.5713218360718191
726,726,47,male,1,own,very_high,,1316.0,15,radio/TV,good,0.6625443806198776
727,727,25,female,2,rent,low,low,1882.0,18,radio/TV,bad,0.42353904773301854
728,728,59,female,2,rent,low,moderate,6416.0,48,business,bad,0.8368354771729011
729,729,36,male,2,own,high,high,1275.0,24,business,good,0.5011246925634665
730,730,33,male,2,own,low,moderate,,24,radio/TV,good,0.5048097880220686
731,731,21,male,1,rent,low,low,1987.0,24,radio/TV,bad,0.2861252145838212
732,732,44,female,1,own,low,moderate,760.0,8,radio/TV,good,0.6285950211911239
733,733,28,female,2,rent,high,,2603.0,24,car,good,0.41770289861585336
734,734,37,female,2,own,low,,,4,car,good,0.5136574896515327
735,735,29,female,0,own,,moderate,3990.0,36,domestic appliances,good,0.4727160728625289
736,736,23,female,3,rent,low,moderate,11560.0,24,car,bad,0.33334315333463244
737,737,35,male,1,own,moderate,low,4380.0,18,car,good,0.5593187171659786
738,738,45,male,3,own,low,,6761.0,6,car,good,0.6560822158472116
739,739,26,female,1,rent,moderate,moderate,4280.0,30,business,bad,0.4055141773115613
740,740,32,male,2,own,moderate,low,2325.0,24,car,good,0.45871620899335996
741,741,23,male,1,own,low,moderate,1048.0,10,radio/TV,good,0.3707110935077066
742,742,41,male,2,own,,,3160.0,21,radio/TV,good,0.6361268193161717
743,743,22,male,2,own,very_high,low,2483.0,24,furniture/equipment,good,0.29851369795208205
744,744,30,male,3,own,,low,14179.0,39,furniture/equipment,good,0.4341488170120034
745,745,28,male,1,own,low,low,1797.0,13,business,good,0.3970045883471876
746,746,23,female,2,rent,low,low,2511.0,15,car,good,0.38062031286978265
747,747,37,female,1,own,low,low,1274.0,12,car,bad,0.5390626386356918
748,748,26,male,2,own,,,5248.0,21,car,good,0.40372064862286644
749,749,33,male,2,own,low,,3029.0,15,car,good,0.5393543408384419
750,750,49,female,2,own,low,low,428.0,6,furniture/equipment,good,0.7280825362432658
751,751,23,female,1,own,low,low,,18,car,bad,0.34753013660683124
752,752,23,female,1,rent,moderate,moderate,841.0,12,business,good,0.3653374991459115
753,753,25,female,2,own,low,,5771.0,30,radio/TV,good,0.349025897794365
754,754,55,male,2,free,high,,1555.0,12,repairs,bad,0.7820867714247053
755,755,32,female,2,rent,,low,1285.0,24,car,bad,0.5018577927264096
756,756,74,male,0,own,low,high,1299.0,6,car,good,1.0
757,757,39,unknown,2,free,,high,1271.0,15,radio/TV,bad,0.5696955508684223
758,758,31,male,2,own,low,,1393.0,24,car,good,0.5072133528715606
759,759,35,male,2,own,low,low,691.0,12,car,bad,0.5618929484924756
760,760,59,female,2,own,,,5045.0,15,car,good,0.8421296038909092
761,761,24,female,2,rent,low,low,2124.0,18,furniture/equipment,bad,0.3483484952498976
762,762,24,male,1,own,low,low,2214.0,12,radio/TV,good,0.34028336820161476
763,763,30,male,3,free,,,12680.0,21,car,bad,0.4357051992074166
764,764,27,male,2,own,moderate,,2463.0,24,car,good,0.4517431257748234
765,765,40,male,1,own,low,moderate,1155.0,12,radio/TV,good,0.6216653632697565
766,766,31,male,1,own,low,low,3108.0,30,furniture/equipment,bad,0.4185656701994252
767,767,31,female,2,rent,,,2901.0,10,car,good,0.4138029335004568
768,768,28,male,2,rent,low,moderate,3617.0,12,furniture/equipment,good,0.38791032918509405
769,769,63,male,1,own,low,,1655.0,12,radio/TV,good,0.9366770786608732
770,770,26,female,2,rent,,low,2812.0,24,car,good,0.3748695479640793
771,771,25,female,3,own,low,low,8065.0,36,education,bad,0.3354343453411691
772,772,36,male,3,own,low,,3275.0,21,car,good,0.5130588022580045
773,773,52,male,2,own,moderate,,2223.0,24,radio/TV,good,0.6939052558859001
774,774,66,male,0,free,very_high,high,1480.0,12,car,good,0.8888921094011082
775,775,25,female,2,rent,,low,1371.0,24,car,bad,0.410771739922793
776,776,37,male,2,own,low,,3535.0,36,car,good,0.5236353930300772
777,777,25,female,2,own,low,low,3509.0,18,radio/TV,good,0.34217905618064554
778,778,38,male,3,own,high,,5711.0,36,car,good,0.5594980905793991
779,779,67,female,2,own,low,moderate,3872.0,18,repairs,good,0.9312482478775136
780,780,25,male,2,own,low,moderate,4933.0,39,radio/TV,bad,0.3675988711264945
781,781,60,male,2,own,high,,1940.0,24,car,good,0.8030888246522753
782,782,31,male,1,own,low,moderate,1410.0,12,education,good,0.4211975108572299
783,783,23,female,1,own,moderate,moderate,836.0,12,car,bad,0.37137567962868934
784,784,60,male,3,own,,moderate,6468.0,20,car,good,0.8091025544962522
785,785,35,male,1,own,high,moderate,1941.0,18,business,good,0.5528889706531734
786,786,40,male,2,own,very_high,,2675.0,22,radio/TV,good,0.6169600480567841
787,787,38,male,2,own,,,2751.0,48,car,good,0.5863208637198073
788,788,50,male,2,free,low,moderate,6224.0,48,education,bad,0.6748827817086324
789,789,27,male,2,own,low,low,5998.0,40,education,bad,0.4554485349354447
790,790,39,female,2,own,low,moderate,1188.0,21,business,bad,0.5694330727487106
791,791,41,male,3,own,,,6313.0,24,car,good,0.5779436431176013
792,792,27,male,2,own,,,1221.0,6,furniture/equipment,good,0.4193343359869757
793,793,51,male,2,free,low,high,2892.0,24,furniture/equipment,good,0.7706009506746408
794,794,32,male,2,rent,very_high,,3062.0,24,furniture/equipment,good,0.43933427508089495
795,795,22,female,2,rent,moderate,,2301.0,9,furniture/equipment,good,0.2967814072614824
796,796,51,male,2,free,,low,7511.0,18,car,bad,0.707707295980151
797,797,22,female,1,rent,low,,1258.0,12,furniture/equipment,good,0.3263949179556216
798,798,54,male,2,own,,,717.0,24,car,good,0.8037511484314348
799,799,35,male,0,own,,moderate,1549.0,9,car,good,0.5321136000090001
800,800,54,male,2,free,low,,1597.0,24,education,good,0.8150224878057182
801,801,48,female,1,rent,low,moderate,,18,radio/TV,good,0.7320698661189702
802,802,24,female,2,own,low,low,4272.0,20,furniture/equipment,good,0.3931892594247317
803,803,35,male,2,own,,,976.0,12,radio/TV,good,0.489853489326686
804,804,24,female,0,rent,,moderate,7472.0,12,car,good,0.34718653744828587
805,805,24,male,2,own,low,low,9271.0,36,car,bad,0.3526308369572965
806,806,26,male,1,own,low,moderate,590.0,6,radio/TV,good,0.3918654518265021
807,807,65,male,2,own,,,930.0,12,radio/TV,good,0.9363551446503934
808,808,55,male,3,free,low,moderate,9283.0,42,car,good,0.8196800220697315
809,809,26,female,0,rent,low,moderate,1778.0,15,car,bad,0.43715655835027334
810,810,26,male,2,own,low,moderate,907.0,8,business,good,0.3810032484973544
811,811,28,male,1,own,low,moderate,484.0,6,radio/TV,good,0.456899951914603
812,812,24,male,2,own,low,low,9629.0,36,car,bad,0.413733317208696
813,813,54,male,2,own,low,low,3051.0,48,domestic appliances,bad,0.7807362635121605
814,814,46,male,2,free,low,low,3931.0,48,car,bad,0.6693731289667917
815,815,54,female,2,rent,low,moderate,7432.0,36,car,good,0.7430049949252239
816,816,62,male,2,own,very_high,,1338.0,6,domestic appliances,good,0.9262433282913543
817,817,24,female,2,rent,low,,1554.0,6,radio/TV,good,0.40729333818381863
818,818,43,male,3,own,low,low,,36,vacation/others,good,0.5780310546473737
819,819,26,male,2,own,low,low,1345.0,18,radio/TV,bad,0.44219666301642124
820,820,27,male,2,own,low,,1101.0,12,car,good,0.38790763079433915
821,821,24,male,2,own,low,high,3016.0,12,radio/TV,good,0.403597152033758
822,822,41,male,2,own,low,low,2712.0,36,furniture/equipment,bad,0.5868795867362386
823,823,47,male,1,own,low,low,731.0,8,car,good,0.6600674714810323
824,824,35,male,3,own,low,,3780.0,18,furniture/equipment,good,0.525525308286567
825,825,30,male,2,own,low,low,1602.0,21,car,good,0.41646076409067134
826,826,33,female,2,rent,low,low,3966.0,18,car,bad,0.5377129819616544
827,827,36,male,2,own,low,,4165.0,18,business,bad,0.5464097647814118
828,828,47,male,2,free,,low,8335.0,36,car,bad,0.6485894325743993
829,829,38,male,2,free,,moderate,6681.0,48,business,good,0.5157843817513441
830,830,44,male,2,own,very_high,,2375.0,24,business,good,0.5959245473858439
831,831,23,female,2,rent,low,low,1216.0,18,car,bad,0.33516916750984177
832,832,29,male,2,rent,low,low,11816.0,45,business,bad,0.4701960052542181
833,833,42,female,2,own,,moderate,5084.0,24,radio/TV,good,0.5606405670226389
834,834,25,female,1,own,low,high,2327.0,15,radio/TV,bad,0.4174028019035543
835,835,48,male,2,own,low,low,1082.0,12,car,bad,0.6581797170012119
836,836,21,female,2,own,,,886.0,12,radio/TV,good,0.3686931383591343
837,837,23,female,1,rent,low,,601.0,4,furniture/equipment,good,0.3546409450759578
838,838,63,male,2,own,low,low,2957.0,24,car,good,0.933116088318972
839,839,46,male,2,own,low,,2611.0,24,radio/TV,good,0.6555243805194191
840,840,29,male,2,own,low,low,5179.0,36,furniture/equipment,bad,0.45177321245846946
841,841,28,male,1,own,low,,2993.0,21,car,good,0.3737169317268265
842,842,23,female,2,own,low,,1943.0,18,repairs,bad,0.3726702630191109
843,843,50,male,2,own,low,,1559.0,24,business,good,0.708041850112571
844,844,47,male,2,own,low,,3422.0,18,furniture/equipment,good,0.6909730064190793
845,845,35,male,2,own,,moderate,3976.0,21,furniture/equipment,good,0.470219195014108
846,846,68,male,2,rent,,,6761.0,18,car,bad,0.9679673637491573
847,847,28,male,2,own,low,,1249.0,24,car,good,0.4584946791376595
848,848,59,male,2,own,low,low,1364.0,9,radio/TV,good,0.844006029835905
849,849,57,male,1,own,low,low,709.0,12,radio/TV,bad,0.7820395604629184
850,850,33,male,2,rent,low,low,2235.0,20,car,bad,0.46200227567257923
851,851,43,male,2,own,,,4042.0,24,car,good,0.6081846531763192
852,852,35,male,2,free,low,,1471.0,15,radio/TV,good,0.5199888491362961
853,853,32,male,1,free,low,low,1442.0,18,car,bad,0.4763282605187785
854,854,45,male,2,own,low,,10875.0,36,car,good,0.6144224229398455
855,855,33,male,2,own,moderate,,1474.0,24,car,good,0.5113729166708008
856,856,40,female,2,own,,,894.0,10,education,good,0.5922431364311028
857,857,28,male,2,free,low,,3343.0,15,furniture/equipment,good,0.44372077518906194
858,858,29,female,2,own,low,low,3959.0,15,car,bad,0.41223064247064595
859,859,26,male,2,rent,moderate,,3577.0,9,car,good,0.4202631412001876
860,860,27,male,2,own,high,,5804.0,24,car,good,0.3895863560351043
861,861,28,male,2,own,low,,2169.0,18,business,bad,0.45368367145900435
862,862,35,female,2,own,low,low,2439.0,24,radio/TV,bad,0.5358345530222651
863,863,32,male,1,own,high,,4526.0,27,furniture/equipment,good,0.43533126866984945
864,864,25,male,1,rent,low,,2210.0,10,furniture/equipment,bad,0.37557050653622476
865,865,20,female,2,rent,very_high,,2221.0,15,furniture/equipment,good,0.36452154301911793
866,866,27,female,2,own,low,low,2389.0,18,radio/TV,good,0.3705765678279974
867,867,42,male,2,own,low,,3331.0,12,furniture/equipment,good,0.6481154923362124
868,868,37,male,2,own,,,7409.0,36,business,good,0.5702858898040146
869,869,24,female,2,rent,low,low,652.0,12,furniture/equipment,good,0.32293871288559955
870,870,40,female,2,own,very_high,,7678.0,36,furniture/equipment,good,0.5821235937480553
871,871,46,male,2,own,low,high,1343.0,6,car,good,0.7068460119113489
872,872,26,male,2,own,moderate,low,1382.0,24,business,good,0.35783250149088813
873,873,24,female,2,own,,,874.0,15,domestic appliances,good,0.3965940849680055
874,874,29,male,1,own,low,low,3590.0,12,furniture/equipment,good,0.47069718398201854
875,875,40,female,2,own,high,moderate,1322.0,11,car,good,0.6028639507972184
876,876,36,male,3,free,low,low,1940.0,18,radio/TV,good,0.4853162789377205
877,877,28,male,2,own,low,,3595.0,36,radio/TV,good,0.4203319389159077
878,878,27,male,3,free,low,low,1422.0,9,car,bad,0.3762325590211445
879,879,36,male,2,own,,,6742.0,30,radio/TV,good,0.4906897960892645
880,880,38,male,3,own,low,,7814.0,24,car,good,0.548538980904254
881,881,48,male,2,free,,,9277.0,24,car,good,0.66945270671738
882,882,36,male,2,own,,moderate,2181.0,30,car,good,0.5182509946806272
883,883,65,female,0,own,low,,1098.0,18,radio/TV,good,0.8686578994578371
884,884,43,male,2,own,low,moderate,4057.0,24,furniture/equipment,bad,0.6442483826487835
885,885,53,female,2,own,low,low,795.0,12,education,bad,0.7743501845232507
886,886,34,male,2,own,,moderate,2825.0,24,business,good,0.5147847323700036
887,887,23,male,2,own,low,moderate,15672.0,48,business,bad,0.3853257761859019
888,888,34,male,3,own,low,,6614.0,36,car,good,0.4838676933885761
889,889,40,male,2,rent,,,7824.0,28,car,good,0.6103267993937261
890,890,43,male,3,own,low,low,2442.0,27,business,good,0.5803908270039989
891,891,,male,2,own,low,,,15,radio/TV,good,0.6250421753919819
892,892,38,male,1,own,low,low,2171.0,12,car,good,0.5366393986941533
893,893,34,male,2,own,low,moderate,5800.0,36,car,good,0.5028005226530923
894,894,29,male,2,own,,,1169.0,18,radio/TV,good,0.3912244731486593
895,895,31,male,3,own,,,8947.0,36,car,good,0.5066611325410388
896,896,28,female,3,rent,low,low,2606.0,21,radio/TV,good,0.458420444554244
897,897,35,female,2,own,high,,1592.0,12,furniture/equipment,good,0.5473593384683662
898,898,33,female,1,rent,,,2186.0,15,furniture/equipment,good,0.5224445506920028
899,899,42,male,2,own,low,low,4153.0,18,furniture/equipment,bad,0.5994542773976265
900,900,43,male,2,rent,low,low,2625.0,16,car,bad,0.6122566626287131
901,901,44,male,2,own,,,3485.0,20,car,good,0.6457650520921692
902,902,42,male,2,free,,,10477.0,36,car,good,0.6118792548659157
903,903,40,male,2,rent,,,1386.0,15,radio/TV,good,0.5958103428720846
904,904,36,male,3,own,low,,1278.0,24,radio/TV,good,0.5366275619979396
905,905,20,male,3,rent,low,low,1107.0,12,radio/TV,good,0.2825449270089063
906,906,24,male,1,own,,low,3763.0,21,car,good,0.32223967733521125
907,907,27,male,2,own,,moderate,3711.0,36,education,good,0.4179443592332752
908,908,46,female,1,own,low,,3594.0,15,car,good,0.6651720324341318
909,909,33,female,1,own,,moderate,3195.0,9,car,good,0.5388867621873867
910,910,34,female,2,own,low,,4454.0,36,radio/TV,good,0.5159251413855684
911,911,25,female,1,own,low,moderate,4736.0,24,furniture/equipment,bad,0.39578562957722685
912,912,,female,2,own,,moderate,2991.0,30,radio/TV,good,0.3970014537103148
913,913,28,male,2,own,high,,2142.0,11,business,good,0.39955642074037173
914,914,31,male,2,rent,low,low,3161.0,24,business,bad,0.4160251612785233
915,915,32,female,3,own,low,moderate,18424.0,48,vacation/others,bad,0.4865598224370374
916,916,32,male,2,own,moderate,,2848.0,10,car,good,0.46674098814201515
917,917,68,male,3,own,low,low,14896.0,6,car,bad,0.9211889321828772
918,918,33,male,2,own,moderate,low,2359.0,24,furniture/equipment,bad,0.5017441885456437
919,919,39,male,3,rent,low,low,3345.0,24,furniture/equipment,bad,0.5953763072943534
920,920,28,female,2,own,low,,1817.0,18,furniture/equipment,good,0.43832124814276896
921,921,37,male,3,own,very_high,,12749.0,48,radio/TV,good,0.5516441763275944
922,922,22,female,2,rent,low,low,1366.0,9,radio/TV,bad,0.3045509220262954
923,923,30,male,2,rent,low,moderate,2002.0,12,car,good,0.421546564619053
924,924,55,male,2,own,low,low,6872.0,24,furniture/equipment,bad,0.741008569549448
925,925,46,male,2,own,low,low,,12,car,bad,0.6535442508987007
926,926,21,female,2,rent,low,low,1049.0,18,furniture/equipment,good,0.28639898377591355
927,927,39,male,2,free,low,low,10297.0,48,car,bad,0.54783640793286
928,928,58,male,2,own,,,1867.0,30,radio/TV,good,0.7838043805306679
929,929,43,male,1,own,low,low,1344.0,12,car,good,0.5837453128965607
930,930,24,male,1,own,low,low,1747.0,24,furniture/equipment,good,0.38602049919529446
931,931,22,female,2,own,low,moderate,1670.0,9,radio/TV,bad,0.37524909584541183
932,932,30,male,2,own,low,,1224.0,9,car,good,0.43291517769305077
933,933,42,male,2,own,very_high,,522.0,12,radio/TV,good,0.6579286685844181
934,934,23,female,2,own,low,low,1498.0,12,radio/TV,good,0.3094878055288197
935,935,30,male,3,own,moderate,moderate,1919.0,30,radio/TV,bad,0.479721156621985
936,936,28,female,1,own,low,high,745.0,9,radio/TV,bad,0.45917412512873845
937,937,30,male,3,rent,low,moderate,,6,radio/TV,good,0.4069084946541995
938,938,42,male,2,free,low,moderate,6288.0,60,education,bad,0.6452998857620962
939,939,46,male,3,own,,,6842.0,24,car,good,0.7039464347606602
940,940,45,male,3,own,,,3527.0,12,car,good,0.625962653015046
941,941,31,male,1,own,low,,1546.0,10,car,good,0.4368531759726734
942,942,31,male,2,own,,,929.0,24,furniture/equipment,good,0.4867475684870592
943,943,42,male,1,own,low,,1455.0,4,car,good,0.6598516223906565
944,944,46,female,2,rent,low,low,1845.0,15,furniture/equipment,good,0.6703101278932992
945,945,30,female,2,own,very_high,moderate,8358.0,48,car,good,0.4869990433521757
946,946,30,male,2,free,very_high,low,3349.0,24,furniture/equipment,bad,0.4284791525140792
947,947,38,male,3,own,,,2859.0,12,car,good,0.5809771666439912
948,948,43,male,1,own,low,,1533.0,18,furniture/equipment,bad,0.6017263786634839
949,949,31,male,2,own,moderate,,3621.0,24,radio/TV,bad,0.434650169416874
950,950,40,male,0,own,low,moderate,3590.0,18,business,good,0.603471711958461
951,951,24,male,2,own,low,low,2145.0,36,business,bad,0.38364878060732815
952,952,28,female,2,rent,very_high,moderate,4113.0,24,car,bad,0.37553477052483464
953,953,26,female,3,own,low,,,36,furniture/equipment,bad,0.4427881815668767
954,954,29,female,2,own,low,low,1893.0,12,car,good,0.4282007053843401
955,955,57,female,3,rent,high,low,,24,radio/TV,good,0.8218797435730785
956,956,49,male,1,own,,high,3656.0,30,radio/TV,good,0.7062630455270367
957,957,37,male,1,own,low,moderate,1154.0,9,radio/TV,good,0.4990883619357586
958,958,45,male,1,own,low,low,4006.0,28,car,bad,0.6410743978421978
959,959,30,male,2,free,moderate,moderate,3069.0,24,furniture/equipment,good,0.4237409943385086
960,960,30,male,2,rent,low,,1740.0,6,radio/TV,good,0.4468928879351976
961,961,47,male,2,own,low,moderate,2353.0,21,car,good,0.6756096113932196
962,962,29,male,2,own,,,3556.0,15,car,good,0.3965929571318187
963,963,35,male,2,own,very_high,,2397.0,24,radio/TV,bad,0.528088210624126
964,964,22,male,1,own,low,moderate,454.0,6,repairs,good,0.3762571492438773
965,965,26,female,2,own,,moderate,1715.0,30,radio/TV,good,0.3681028604936538
966,966,23,male,1,own,very_high,moderate,2520.0,27,radio/TV,bad,0.349055874071379
967,967,54,female,3,rent,low,,3568.0,15,radio/TV,good,0.7953750685784338
968,968,29,male,2,rent,,,7166.0,42,radio/TV,good,0.42381516660975027
969,969,40,male,1,own,low,low,3939.0,11,car,good,0.5872639564100648
970,970,22,male,2,own,moderate,moderate,1514.0,15,repairs,good,0.34054108743170897
971,971,43,male,1,own,low,,7393.0,24,car,good,0.6424395510386596
972,972,29,female,0,rent,low,low,1193.0,24,car,bad,0.39531834593128784
973,973,36,male,2,rent,low,low,7297.0,60,business,bad,0.5083431430793797
974,974,33,female,2,own,low,,2831.0,30,radio/TV,good,0.47853495605225793
975,975,57,female,1,own,very_high,high,1258.0,24,radio/TV,good,0.8552676179746642
976,976,64,female,2,own,low,moderate,753.0,6,radio/TV,good,0.874009846433541
977,977,42,male,2,own,,moderate,2427.0,18,business,good,0.6401617218666408
978,978,47,male,1,own,low,,2538.0,24,car,bad,0.7013207312169099
979,979,25,male,2,rent,moderate,moderate,1264.0,15,car,bad,0.3483355630155692
980,980,49,male,2,own,low,moderate,8386.0,30,furniture/equipment,bad,0.6764817249703339
981,981,33,male,3,rent,low,,4844.0,48,business,bad,0.5123766468899237
982,982,28,female,3,own,moderate,high,2923.0,21,car,good,0.3760079584728625
983,983,26,male,2,own,low,low,8229.0,36,car,bad,0.4371965146006998
984,984,30,male,1,own,low,,2028.0,24,furniture/equipment,good,0.43301692859358476
985,985,25,female,2,rent,low,low,1433.0,15,furniture/equipment,good,0.43184843257237426
986,986,33,male,2,own,low,high,6289.0,42,business,good,0.5095777629095007
987,987,64,female,2,own,moderate,,1409.0,13,radio/TV,good,0.9103808605021138
988,988,29,male,3,free,low,low,6579.0,24,car,good,0.45478472007031934
989,989,48,male,1,own,low,moderate,1743.0,24,radio/TV,good,0.7010661477830581
990,990,37,male,1,own,,,3565.0,12,education,good,0.5395961342873931
991,991,34,male,1,own,moderate,,1569.0,15,radio/TV,good,0.5496385465682585
992,992,23,male,1,rent,,low,1936.0,18,radio/TV,good,0.36369374049035635
993,993,30,male,3,own,low,low,3959.0,36,furniture/equipment,good,0.45041207908950975
994,994,50,male,2,own,,,2390.0,12,car,good,0.7464256901253499
995,995,31,female,1,own,low,,1736.0,12,furniture/equipment,good,0.45219564427469594
996,996,40,male,3,own,low,low,3857.0,30,car,good,0.5405332076701821
997,997,38,male,2,own,low,,804.0,12,radio/TV,good,0.5405240974680823
998,998,23,male,2,free,low,low,1845.0,45,radio/TV,bad,0.33376560051251675
999,999,27,male,2,own,moderate,moderate,4576.0,45,car,good,0.36849773403563546
